destination.bytes,destination.packets,event.duration,network.bytes,network.packets,source.bytes,source.packets
152,2,151686,440,6,288,4
152,2,148473,440,6,288,4
152,2,153311,440,6,288,4
1018,10,679305,2314,24,1296,14
10794,28,16448549529,22528,60,11734,32
11094,30,2317627,23470,66,12376,36
152,2,149292,440,6,288,4
152,2,175144,440,6,288,4
1018,10,692343,2312,24,1294,14
152,2,180931,440,6,288,4
152,2,153905,440,6,288,4
152,2,150674,440,6,288,4
152,2,157954,440,6,288,4
1154,12,2823290,2322,24,1168,12
11230,32,2637329,23572,68,12342,36
152,2,150288,440,6,288,4
152,2,201147,440,6,288,4
152,2,206825,440,6,288,4
152,2,157787,440,6,288,4
152,2,168945,440,6,288,4
152,2,177871,440,6,288,4
152,2,163992,440,6,288,4
152,2,444132,440,6,288,4
10658,26,11330177860,22392,58,11734,32
11230,32,3583748,23606,68,12376,36
152,2,151625,440,6,288,4
152,2,161650,440,6,288,4
152,2,149807,440,6,288,4
152,2,168517,440,6,288,4
152,2,149970,440,6,288,4
152,2,157311,440,6,288,4
1154,12,3571501,2450,26,1296,14
11230,32,2750810,23554,68,12324,36
152,2,152405,440,6,288,4
152,2,188442,440,6,288,4
152,2,150285,440,6,288,4
152,2,154135,440,6,288,4
152,2,160076,440,6,288,4
152,2,156345,440,6,288,4
1154,12,3047094,2320,24,1166,12
11230,32,2219128,23566,68,12336,36
1154,12,42891975,2320,24,1166,12
11094,30,42505020,23430,66,12336,36
152,2,159989,440,6,288,4
152,2,152361,440,6,288,4
152,2,160508,440,6,288,4
152,2,160394,440,6,288,4
1154,12,701425,2314,24,1160,12
152,2,160714,440,6,288,4
10794,28,6146063044,22528,60,11734,32
152,2,180819,440,6,288,4
11094,30,5994477,23470,66,12376,36
1154,12,750613,2448,26,1294,14
152,2,153852,440,6,288,4
152,2,152738,440,6,288,4
152,2,157293,440,6,288,4
152,2,152363,440,6,288,4
152,2,163099,440,6,288,4
1154,12,2724523,2322,24,1168,12
11094,30,2525403,23436,66,12342,36
152,2,158924,440,6,288,4
152,2,175778,440,6,288,4
152,2,150033,440,6,288,4
152,2,167118,440,6,288,4
152,2,149889,440,6,288,4
152,2,172109,440,6,288,4
152,2,153972,440,6,288,4
152,2,183377,440,6,288,4
152,2,205837,440,6,288,4
152,2,159279,440,6,288,4
152,2,153265,440,6,288,4
152,2,151536,440,6,288,4
152,2,162684,440,6,288,4
10522,24,1816437,21984,52,11462,28
11094,30,2117816,23470,66,12376,36
1154,12,2619053,2314,24,1160,12
11094,30,2423225,23418,66,12324,36
152,2,168595,440,6,288,4
152,2,154397,440,6,288,4
152,2,511176227,440,6,288,4
152,2,155608,440,6,288,4
152,2,156182,440,6,288,4
152,2,173153,440,6,288,4
1154,12,38305934,2320,24,1166,12
11094,30,38116080,23430,66,12336,36
1154,12,514236974,2320,24,1166,12
11094,30,2943857,23428,66,12334,36
152,2,158396,440,6,288,4
152,2,149453,440,6,288,4
152,2,154335,440,6,288,4
152,2,150690,440,6,288,4
1018,10,683648,2314,24,1296,14
152,2,150411,440,6,288,4
152,2,157266,440,6,288,4
1154,12,738500,2448,26,1294,14
152,2,186296,440,6,288,4
10658,26,10051354977,22392,58,11734,32
11230,32,2844648,23606,68,12376,36
152,2,146845,440,6,288,4
152,2,177069,440,6,288,4
152,2,156610,440,6,288,4
152,2,147915,440,6,288,4
1154,12,2727200,2458,26,1304,14
11230,32,2515165,23572,68,12342,36
152,2,151365,440,6,288,4
152,2,153499,440,6,288,4
152,2,158906,440,6,288,4
152,2,157532,440,6,288,4
152,2,155716,440,6,288,4
152,2,147856,440,6,288,4
152,2,185063,440,6,288,4
152,2,178137,440,6,288,4
152,2,159569,440,6,288,4
152,2,152465,440,6,288,4
152,2,157987,440,6,288,4
152,2,151109,440,6,288,4
152,2,146287,440,6,288,4
10794,28,4931525792,22528,60,11734,32
11094,30,2441553,23470,66,12376,36
1154,12,3303137,2450,26,1296,14
11230,32,2305820,23554,68,12324,36
152,2,168738,440,6,288,4
152,2,169697,440,6,288,4
152,2,150809,440,6,288,4
152,2,159628,440,6,288,4
152,2,155227,440,6,288,4
152,2,153108,440,6,288,4
1154,12,533366797,2456,26,1302,14
11230,32,532582233,23566,68,12336,36
1018,10,2922941,2320,24,1302,14
11230,32,2184176,23566,68,12336,36
152,2,150729,440,6,288,4
152,2,149939,440,6,288,4
152,2,196565,440,6,288,4
1154,12,890312,2314,24,1160,12
152,2,199588,440,6,288,4
152,2,151149,440,6,288,4
152,2,195335,440,6,288,4
1154,12,726099,2448,26,1294,14
152,2,177055,440,6,288,4
152,2,156036,440,6,288,4
10658,26,3525600,22120,54,11462,28
11094,30,2889058,23470,66,12376,36
152,2,154925,440,6,288,4
152,2,156605,440,6,288,4
152,2,156688,440,6,288,4
1154,12,3385334,2322,24,1168,12
11230,32,2929510,23572,68,12342,36
152,2,152744,440,6,288,4
152,2,176435,440,6,288,4
152,2,159241,440,6,288,4
152,2,161552,440,6,288,4
152,2,177465,440,6,288,4
152,2,156502,440,6,288,4
152,2,183824,440,6,288,4
152,2,171395,440,6,288,4
152,2,159494,440,6,288,4
152,2,149869,440,6,288,4
152,2,160707,440,6,288,4
152,2,155221,440,6,288,4
152,2,148440,440,6,288,4
10658,26,4084775,22120,54,11462,28
11230,32,2289887,23606,68,12376,36
1154,12,3061997,2450,26,1296,14
11230,32,2254270,23554,68,12324,36
152,2,149173,440,6,288,4
152,2,158986,440,6,288,4
152,2,156328,440,6,288,4
3517506,21556,899328914468,5637156,43112,2119650,21556
92,1,29246,184,2,92,1
92,1,31968,184,2,92,1
92,1,45623,184,2,92,1
92,1,29243,184,2,92,1
99180,115,889285034441,107324,233,8144,118
425998,456,880067638842,2271754,1306,1845756,850
212999,228,880067605678,1135877,653,922878,425
16373225,4661,880062118593,93401288,14509,77028063,9848
7524,78,870428675478,17224,188,9700,110
102828,1106,870430963804,291154,2212,188326,1106
7796,82,869921298178,17088,186,9292,104
373472,3964,870432683043,993200,7408,619728,3444
1120506,9520,883650246190,5226372,26878,4105866,17358
3944,58,860128619233,7888,116,3944,58
3944,58,860128681576,7888,116,3944,58
7932,84,869988373435,17632,194,9700,110
79992,854,870495557673,248814,1732,168822,878
3944,58,860351959063,7888,116,3944,58
6498,64,840060154270,16396,178,9898,114
3536,52,767936019253,7072,104,3536,52
22190,176,540472544715,58884,372,36694,196
17430,110,432538975657,40848,234,23418,124
62762,370,437621611026,97474,608,34712,238
101862,1352,420227835003,303962,2708,202100,1356
80510,1038,420186111662,255474,2088,174964,1050
244262,3444,420089104606,900834,8256,656572,4812
15904,82,420138916195,30832,144,14928,62
2660,36,430791869920,6214,74,3554,38
243510,1570,420132067439,370934,2732,127424,1162
241724,1558,420061132506,364088,2650,122364,1092
240486,1550,419928610953,365642,2686,125156,1136
239248,1542,420123555830,363524,2668,124276,1126
238084,1534,419935627027,363520,2680,125436,1146
236846,1526,420129737664,363034,2686,126188,1160
235608,1518,420135365228,359692,2650,124084,1132
234506,1512,419967887026,359070,2654,124564,1142
232720,1500,420188212528,355352,2618,122632,1118
230798,1486,420167200071,354218,2620,123420,1134
229350,1476,390278207746,352768,2614,123418,1138
227564,1464,389871819863,349458,2584,121894,1120
226116,1454,390382926259,345634,2542,119518,1088
224742,1444,390048428457,345420,2552,120678,1108
222820,1430,389939681076,342246,2524,119426,1094
221516,1424,390167538395,337922,2478,116406,1054
220278,1416,389984382637,337708,2488,117430,1072
219040,1408,390334663092,339262,2524,120222,1116
217802,1400,390523635149,338640,2528,120838,1128
216564,1392,390489563746,330402,2420,113838,1028
215326,1384,390084559200,333180,2474,117854,1090
214298,1378,390097858589,330592,2448,116294,1070
212376,1364,390144014242,327010,2414,114634,1050
210590,1352,390075272579,323020,2374,112430,1022
209352,1344,390141602604,321582,2366,112230,1022
208114,1336,390237798019,323136,2402,115022,1066
206666,1326,359925957843,320054,2372,113388,1046
205292,1316,359946348634,316984,2340,111692,1024
203432,1304,359803133496,315776,2342,112344,1038
201510,1290,360250001089,310562,2284,109052,994
199860,1280,360223330024,311332,2314,111472,1034
198486,1270,360125921116,308534,2286,110048,1016
196910,1260,360027805201,307202,2284,110292,1024
195672,1252,360042479093,304132,2252,108460,1000
193886,1240,360302735683,303814,2266,109928,1026
192648,1232,360203878439,302512,2260,109864,1028
191410,1224,360410576138,298898,2220,107488,996
190246,1216,360460444932,292502,2138,102256,922
189280,1212,360000240264,295688,2198,106408,986
188042,1204,360234040310,294794,2198,106752,994
186392,1194,360214945786,290804,2158,104412,964
185018,1184,360122973665,287054,2116,102036,932
183434,1172,330242251890,289548,2168,106114,996
182196,1164,330374922861,286886,2142,104690,978
180612,1152,330168682507,278846,2038,98234,886
179510,1146,330051783750,281488,2090,101978,944
178136,1136,330254111413,279098,2068,100962,932
176560,1126,330252755538,279262,2088,102702,962
174910,1116,330549455868,275272,2048,100362,932
173536,1106,330221389507,273698,2038,100162,932
171886,1096,330487639604,270660,2012,98774,916
170100,1084,330490247071,266126,1964,96026,880
168862,1076,330110451377,267816,2002,98954,926
167698,1068,329857379837,266588,1996,98890,928
166460,1060,329959646410,265150,1988,98690,928
165358,1054,330365765513,260720,1936,95362,882
163848,1042,330393948308,260370,1944,96522,902
162198,1032,330110275801,250940,1824,88742,792
160614,1020,300156927752,253434,1876,92820,856
159512,1014,300281091296,255668,1922,96156,908
157516,1000,300108948192,252556,1896,95040,896
155730,988,300123279470,248430,1854,92700,866
154492,980,300097829563,247672,1856,93180,876
153118,970,300351639576,243786,1812,90668,842
151196,956,240071997678,242912,1820,91716,864
149822,946,239901736466,239842,1788,90020,842
148036,934,239877028297,237892,1778,89856,844
146934,928,240286734283,236046,1764,89112,836
145696,920,240099469316,231208,1706,85512,786
144458,912,240460730167,232626,1740,88168,828
143084,902,240061962509,225884,1654,82800,752
141434,892,240123662494,227606,1698,86172,806
140196,884,240370103359,225080,1674,84884,790
138410,872,240358167368,221770,1644,83360,772
136698,860,240137870777,219894,1634,83196,774
135596,854,240093056717,219136,1636,83540,782
133810,842,240254422035,217050,1624,83240,782
132572,834,240367921801,210852,1546,78280,712
130988,822,210049735822,206954,1504,75966,682
129614,812,209901845828,209732,1558,80118,746
128512,806,210178043354,207750,1542,79238,736
127274,798,209957065654,207264,1548,79990,750
125488,786,209917761484,203410,1510,77922,724
124250,778,210098379692,200612,1482,76362,704
123012,770,210142855598,200126,1488,77114,718
121774,762,210136114738,198008,1470,76234,708
119988,750,210391470146,195922,1458,75934,708
118750,742,210154741269,191220,1402,72470,660
117722,736,210038757300,190808,1408,73086,672
115936,724,210339209315,186954,1370,71018,646
114698,716,210182243040,185652,1364,70954,648
113460,708,209960124254,180950,1308,67490,600
111674,696,210293894561,183896,1370,72222,674
110436,688,210179721602,179738,1322,69302,634
108852,676,180094746145,177064,1298,68212,622
107478,666,179942879711,172770,1248,65292,582
106240,658,180500471078,174324,1284,68084,626
105138,652,180369426116,172478,1270,67340,618
103900,644,180303139870,170360,1252,66460,608
102662,636,180060923324,167970,1230,65308,594
100876,624,179913951706,165476,1212,64600,588
99638,616,180303265890,163086,1190,63448,574
98400,608,180225925057,160152,1160,61752,552
96478,594,180314099686,158610,1156,62132,562
95586,590,180123538433,155886,1128,60300,538
93664,576,179925387435,154072,1120,60408,544
92426,568,180344930224,150866,1086,58440,518
90640,556,180239165877,150004,1092,59364,536
89538,550,180395381071,143942,1016,54404,466
87406,534,150102509697,145244,1056,57838,522
85620,522,150109708576,142886,1040,57266,518
83834,510,150142043853,139440,1008,55606,498
82596,502,150033597050,137322,990,54726,488
81358,494,150178314869,135340,974,53982,480
816,12,153838709198,1632,24,816,12
80120,486,150066528943,132406,944,52286,458
78882,478,150134323072,131648,946,52766,468
77644,470,149968565420,127354,896,49710,426
76406,462,150164402995,127820,916,51414,454
74830,452,150043233115,124584,886,49754,434
73592,444,150422789056,122738,872,49146,428
72354,436,150244016478,121164,862,48810,426
70980,426,150124168550,118910,842,47930,416
69330,416,149879375954,116008,818,46678,402
67408,402,150274001696,113242,796,45834,394
65276,386,119897274148,109376,760,44100,374
64174,380,120484532823,106850,736,42676,356
62936,372,120166424284,105548,730,42612,358
61698,364,120178004957,103294,710,41596,346
60460,356,120251489582,101176,692,40716,336
59222,348,119993443853,100282,692,41060,344
57984,340,120118997149,97892,670,39908,330
56746,332,120218305374,93326,616,36580,284
55508,324,120107034972,94200,642,38692,318
54270,316,120126133526,92218,626,37948,310
52694,306,120121935869,89118,598,36424,292
51456,298,119996941241,86592,574,35136,276
50218,290,120327860318,85698,574,35480,284
48980,282,119932014424,83852,560,34872,278
46848,266,89901654821,80122,526,33274,260
45610,258,90234332323,76780,490,31170,232
43824,246,90049024240,74558,476,30734,230
11288,32,90140712068,23168,66,11880,34
42586,238,89947052957,72712,462,30126,224
41348,230,90221008952,71002,450,29654,220
40110,222,90199563529,68204,422,28094,200
38872,214,90106548760,67718,428,28846,214
37634,206,90360921254,65464,408,27830,202
36396,198,90232362550,63074,386,26678,188
34610,186,90295028821,60444,366,25834,180
33582,180,90083192686,58536,350,24954,170
31796,168,90099814049,56178,334,24382,166
30010,156,90037505459,52732,302,22722,146
28772,148,90304680190,51022,290,22250,142
27398,138,90119309517,49312,278,21914,140
11152,30,90250393319,22964,64,11812,34
25748,128,90063935063,46410,254,20662,126
24164,116,59952490510,43600,228,19436,112
22926,108,60244992447,42026,218,19100,110
21688,100,60135357881,39772,198,18084,98
20450,92,60214304928,37790,182,17340,90
10942,28,60108363599,22618,60,11676,32
18664,80,60478598761,35024,160,16360,80
17290,70,60398029076,33042,144,15752,74
16052,62,60008203370,31060,128,15008,66
14814,54,59994405960,29078,112,14264,58
13032,38,59940996744,25424,78,12392,40
13126,44,60058886533,26274,90,13148,46
10942,28,60170478975,22686,60,11744,32
10942,28,59779105467,22676,60,11734,32
10794,28,13060607406,22528,60,11734,32
10794,28,8196291563,22528,60,11734,32
10794,28,2051689078,22528,60,11734,32
152,2,159628,440,6,288,4
152,2,153493,440,6,288,4
152,2,184703,440,6,288,4
152,2,159627,440,6,288,4
1018,10,3103002,2320,24,1302,14
11230,32,2368161,23566,68,12336,36
1018,10,3184525,2320,24,1302,14
11094,30,2473480,23430,66,12336,36
152,2,156877,440,6,288,4
152,2,155100,440,6,288,4
152,2,161964,440,6,288,4
152,2,186307,440,6,288,4
1154,12,755058,2450,26,1296,14
152,2,153115,440,6,288,4
152,2,155206,440,6,288,4
1154,12,745552,2448,26,1294,14
152,2,155725,440,6,288,4
152,2,157440,440,6,288,4
152,2,154453,440,6,288,4
152,2,155416,440,6,288,4
1154,12,2731798,2322,24,1168,12
11094,30,1999555,23436,66,12342,36
152,2,148915,440,6,288,4
152,2,163413,440,6,288,4
10658,26,16198149431,22392,58,11734,32
11230,32,2878659,23604,68,12374,36
152,2,157428,440,6,288,4
152,2,158383,440,6,288,4
152,2,157630,440,6,288,4
152,2,155241,440,6,288,4
152,2,160444,440,6,288,4
152,2,151520,440,6,288,4
152,2,170878,440,6,288,4
152,2,179060,440,6,288,4
152,2,153238,440,6,288,4
152,2,151523,440,6,288,4
152,2,178408,440,6,288,4
152,2,169830,440,6,288,4
1154,12,2982980,2450,26,1296,14
11230,32,2073597,23554,68,12324,36
152,2,155250,440,6,288,4
152,2,153698,440,6,288,4
152,2,201106,440,6,288,4
152,2,152251,440,6,288,4
152,2,158811,440,6,288,4
152,2,152326,440,6,288,4
10794,28,10054749472,22528,60,11734,32
11094,30,3648435,23468,66,12374,36
1018,10,4577416,2320,24,1302,14
11094,30,3719695,23430,66,12336,36
1018,10,2986355,2320,24,1302,14
11230,32,2293305,23564,68,12334,36
152,2,160460,440,6,288,4
152,2,152633,440,6,288,4
152,2,157233,440,6,288,4
152,2,153972,440,6,288,4
1154,12,734737,2450,26,1296,14
152,2,156345,440,6,288,4
152,2,189668,440,6,288,4
1154,12,744619,2448,26,1294,14
152,2,166822,440,6,288,4
152,2,150658,440,6,288,4
152,2,147737,440,6,288,4
152,2,161518,440,6,288,4
1018,10,3299793,2322,24,1304,14
11230,32,2366661,23572,68,12342,36
152,2,151289,440,6,288,4
152,2,150733,440,6,288,4
152,2,176123,440,6,288,4
152,2,154492,440,6,288,4
152,2,159348,440,6,288,4
152,2,162688,440,6,288,4
10658,26,4775346474,22392,58,11734,32
11094,30,2135981,23470,66,12376,36
152,2,152676,440,6,288,4
152,2,150111,440,6,288,4
152,2,155348,440,6,288,4
152,2,173917,440,6,288,4
152,2,153369,440,6,288,4
152,2,181194,440,6,288,4
152,2,154323,440,6,288,4
152,2,153294,440,6,288,4
1154,12,3067049,2450,26,1296,14
11094,30,2871862,23418,66,12324,36
152,2,156478,440,6,288,4
152,2,156789,440,6,288,4
152,2,155990,440,6,288,4
152,2,152024,440,6,288,4
152,2,152191,440,6,288,4
152,2,149613,440,6,288,4
1154,12,3113308,2320,24,1166,12
11230,32,2897819,23566,68,12336,36
1018,10,4137947,2320,24,1302,14
11094,30,3436097,23430,66,12336,36
152,2,153001,440,6,288,4
152,2,151686,440,6,288,4
152,2,148473,440,6,288,4
152,2,153311,440,6,288,4
1018,10,679305,2314,24,1296,14
10794,28,16448549529,22528,60,11734,32
11094,30,2317627,23470,66,12376,36
152,2,149292,440,6,288,4
152,2,175144,440,6,288,4
1018,10,692343,2312,24,1294,14
152,2,180931,440,6,288,4
152,2,153905,440,6,288,4
152,2,150674,440,6,288,4
152,2,157954,440,6,288,4
1154,12,2823290,2322,24,1168,12
11230,32,2637329,23572,68,12342,36
152,2,150288,440,6,288,4
152,2,201147,440,6,288,4
152,2,206825,440,6,288,4
152,2,157787,440,6,288,4
152,2,168945,440,6,288,4
152,2,177871,440,6,288,4
152,2,163992,440,6,288,4
152,2,444132,440,6,288,4
10658,26,11330177860,22392,58,11734,32
11230,32,3583748,23606,68,12376,36
152,2,151625,440,6,288,4
152,2,161650,440,6,288,4
152,2,149807,440,6,288,4
152,2,168517,440,6,288,4
152,2,149970,440,6,288,4
152,2,157311,440,6,288,4
1154,12,3571501,2450,26,1296,14
11230,32,2750810,23554,68,12324,36
152,2,152405,440,6,288,4
152,2,188442,440,6,288,4
152,2,150285,440,6,288,4
152,2,154135,440,6,288,4
152,2,160076,440,6,288,4
152,2,156345,440,6,288,4
1154,12,3047094,2320,24,1166,12
11230,32,2219128,23566,68,12336,36
1154,12,42891975,2320,24,1166,12
11094,30,42505020,23430,66,12336,36
152,2,159989,440,6,288,4
152,2,152361,440,6,288,4
152,2,160508,440,6,288,4
152,2,160394,440,6,288,4
1154,12,701425,2314,24,1160,12
152,2,160714,440,6,288,4
10794,28,6146063044,22528,60,11734,32
152,2,180819,440,6,288,4
11094,30,5994477,23470,66,12376,36
1154,12,750613,2448,26,1294,14
152,2,153852,440,6,288,4
152,2,152738,440,6,288,4
152,2,157293,440,6,288,4
152,2,152363,440,6,288,4
152,2,163099,440,6,288,4
1154,12,2724523,2322,24,1168,12
11094,30,2525403,23436,66,12342,36
152,2,158924,440,6,288,4
152,2,175778,440,6,288,4
152,2,150033,440,6,288,4
152,2,167118,440,6,288,4
152,2,149889,440,6,288,4
152,2,172109,440,6,288,4
152,2,153972,440,6,288,4
152,2,183377,440,6,288,4
152,2,205837,440,6,288,4
152,2,159279,440,6,288,4
152,2,153265,440,6,288,4
152,2,151536,440,6,288,4
152,2,162684,440,6,288,4
10522,24,1816437,21984,52,11462,28
11094,30,2117816,23470,66,12376,36
1154,12,2619053,2314,24,1160,12
11094,30,2423225,23418,66,12324,36
152,2,168595,440,6,288,4
152,2,154397,440,6,288,4
152,2,511176227,440,6,288,4
152,2,155608,440,6,288,4
152,2,156182,440,6,288,4
152,2,173153,440,6,288,4
1154,12,38305934,2320,24,1166,12
11094,30,38116080,23430,66,12336,36
1154,12,514236974,2320,24,1166,12
11094,30,2943857,23428,66,12334,36
152,2,158396,440,6,288,4
152,2,149453,440,6,288,4
152,2,154335,440,6,288,4
152,2,150690,440,6,288,4
1018,10,683648,2314,24,1296,14
152,2,150411,440,6,288,4
152,2,157266,440,6,288,4
1154,12,738500,2448,26,1294,14
152,2,186296,440,6,288,4
10522,24,1886475,21984,52,11462,28
11230,32,2844648,23606,68,12376,36
152,2,146845,440,6,288,4
152,2,177069,440,6,288,4
152,2,156610,440,6,288,4
152,2,147915,440,6,288,4
1154,12,2727200,2458,26,1304,14
11230,32,2515165,23572,68,12342,36
152,2,151365,440,6,288,4
152,2,153499,440,6,288,4
152,2,158906,440,6,288,4
152,2,157532,440,6,288,4
152,2,155716,440,6,288,4
152,2,147856,440,6,288,4
152,2,185063,440,6,288,4
152,2,178137,440,6,288,4
152,2,159569,440,6,288,4
152,2,152465,440,6,288,4
152,2,157987,440,6,288,4
152,2,151109,440,6,288,4
152,2,146287,440,6,288,4
10658,26,3771375,22120,54,11462,28
11094,30,2441553,23470,66,12376,36
1154,12,3303137,2450,26,1296,14
11230,32,2305820,23554,68,12324,36
152,2,168738,440,6,288,4
152,2,169697,440,6,288,4
152,2,150809,440,6,288,4
3478306,21316,889284920934,5574356,42632,2096050,21316
92,1,29246,184,2,92,1
92,1,31968,184,2,92,1
92,1,45623,184,2,92,1
98812,114,870368422508,106888,231,8076,117
421758,452,870431628994,2247934,1294,1826176,842
210879,226,870431596390,1123967,647,913088,421
16282495,4639,874528966577,92881792,14438,76599297,9799
7524,78,870428675478,17224,188,9700,110
102828,1106,870430963804,291154,2212,188326,1106
7796,82,869921298178,17088,186,9292,104
373472,3964,870432683043,993200,7408,619728,3444
1119090,9508,873505706705,5220454,26842,4101364,17334
3944,58,860128619233,7888,116,3944,58
3944,58,860128681576,7888,116,3944,58
7586,80,840064056856,17076,188,9490,108
79646,850,840576054334,248122,1724,168476,874
3944,58,860351959063,7888,116,3944,58
6498,64,840060154270,16396,178,9898,114
3400,50,736993194613,6800,100,3400,50
21980,174,510044360298,58538,368,36558,194
17022,104,420063436767,39516,222,22494,118
61494,362,427478369401,95734,596,34240,234
101862,1352,420227835003,303962,2708,202100,1356
80510,1038,420186111662,255474,2088,174964,1050
244262,3444,420089104606,900834,8256,656572,4812
15904,82,420138916195,30832,144,14928,62
2524,34,399848881261,5942,70,3418,36
243510,1570,420132067439,370934,2732,127424,1162
241724,1558,420061132506,364088,2650,122364,1092
240486,1550,419928610953,365642,2686,125156,1136
239248,1542,420123555830,363524,2668,124276,1126
237738,1530,390270191129,362964,2674,125226,1144
236636,1524,390209737734,362478,2680,125842,1156
235398,1516,390215017064,359136,2644,123738,1128
234160,1508,390047171813,358378,2646,124218,1138
232374,1496,390267834786,354796,2612,122422,1116
230452,1482,390247094540,353662,2614,123210,1132
229350,1476,390278207746,352768,2614,123418,1138
227564,1464,389871819863,349458,2584,121894,1120
226116,1454,390382926259,345634,2542,119518,1088
224742,1444,390048428457,345420,2552,120678,1108
222820,1430,389939681076,342246,2524,119426,1094
221516,1424,390167538395,337922,2478,116406,1054
220278,1416,389984382637,337708,2488,117430,1072
219040,1408,390334663092,339262,2524,120222,1116
217802,1400,390523635149,338640,2528,120838,1128
216564,1392,390489563746,330402,2420,113838,1028
215326,1384,390084559200,333180,2474,117854,1090
213952,1374,359922921311,330036,2442,116084,1068
212166,1362,360224280142,326454,2408,114288,1046
210244,1348,360150954267,322328,2366,112084,1018
209006,1340,360221668058,321026,2360,112020,1020
207768,1332,360317477332,322444,2394,114676,1062
206666,1326,359925957843,320054,2372,113388,1046
205292,1316,359946348634,316984,2340,111692,1024
203432,1304,359803133496,315776,2342,112344,1038
201510,1290,360250001089,310562,2284,109052,994
199860,1280,360223330024,311332,2314,111472,1034
198486,1270,360125921116,308534,2286,110048,1016
196910,1260,360027805201,307202,2284,110292,1024
195672,1252,360042479093,304132,2252,108460,1000
193886,1240,360302735683,303814,2266,109928,1026
192648,1232,360203878439,302512,2260,109864,1028
191410,1224,360410576138,298898,2220,107488,996
190036,1214,329966136583,291946,2132,101910,918
188934,1208,330080265084,295132,2192,106198,984
187696,1200,330313294586,294102,2190,106406,990
186046,1190,330294552547,290112,2150,104066,960
184672,1180,330202592055,286362,2108,101690,928
183434,1172,330242251890,289548,2168,106114,996
182196,1164,330374922861,286886,2142,104690,978
180612,1152,330168682507,278846,2038,98234,886
179510,1146,330051783750,281488,2090,101978,944
178136,1136,330254111413,279098,2068,100962,932
176560,1126,330252755538,279262,2088,102702,962
174910,1116,330549455868,275272,2048,100362,932
173536,1106,330221389507,273698,2038,100162,932
171886,1096,330487639604,270660,2012,98774,916
170100,1084,330490247071,266126,1964,96026,880
168862,1076,330110451377,267816,2002,98954,926
167488,1066,300192026293,266032,1990,98544,924
